,val_roc
0,0.8155171085126146
0,0.8323572281149605
0,0.7368638299729272
0,0.6272209405706113
0,0.29257849218967713
0,0.7567880485725698
0,0.8418511915601904
0,0.5244695905477911
0,0.790407307452386
0,0.7611665287452432
0,0.6442209884529329
0,0.8166106094225775
0,0.4405541310970212
0,0.813254105113235
0,0.4231924125222484
0,0.7706740875864485
0,0.4895187786904305
0,0.509167906058334
0,0.8631573655809937
0,0.8108584637043381
0,0.8675082238881852
0,0.8406864971986189
0,0.8123357858543419
0,0.8487419019521265
0,0.7362850640183984
0,0.8388448847554758
0,0.4734256431981836
0,0.7168680200076478
0,0.7144214787625989
0,0.8616841883687872
0,0.8562433108993825
0,0.7577367750951446
0,0.8257400504581515
0,0.8482458026370294
0,0.8110079135815619
0,0.8526033260041992
0,0.5378991226924137
0,0.8185067692471347
0,0.5762641695527593
0,0.8334299711764341
0,0.8510787847228072
