,val_roc
0,0.999749498997996
0,0.9929909819639278
0,0.9999498997995991
0,0.9999198396793588
0,0.9999599198396794
0,0.9996593186372745
0,0.9997795591182363
0,0.9980661322645291
0,0.9999899799599198
0,0.9997595190380761
0,0.999809619238477
0,0.9998897795591182
0,0.9975450901803607
0,0.9999098196392785
0,0.9987274549098196
0,0.9999799599198396
0,1.0
0,0.9999098196392786
0,0.998006012024048
0,0.9999599198396794
0,0.9999198396793587
0,0.9979759519038075
0,0.9991482965931864
0,0.9974549098196392
0,0.9998096192384769
0,1.0
0,0.9997294589178357
0,0.9999498997995993
0,0.9941382765531064
0,0.9999799599198397
0,0.9995591182364728
0,0.9999198396793587
