age,fnlwgt,educational-num,capital-gain,capital-loss,hours-per-week,income,workclass_target_encoded,education_target_encoded,marital-status_target_encoded,occupation_target_encoded,relationship_target_encoded,race_target_encoded,gender_target_encoded,native-country_target_encoded
38,95534,12,0,0,40,0,0.2191747644398203,0.26385820093676643,0.049177115987460815,0.4527907215525154,0.10649460569091497,0.2633250440865422,0.11422708618331054,0.25363767263900916
31,130199,10,0,0,40,0,0.21920343711630427,0.1983431964223021,0.04949630279591872,0.13254482093288347,0.10629097064218829,0.26242451743499967,0.3126838149479483,0.25381233704120065
26,93839,7,52,0,40,0,0.2190310570368468,0.057327926045276596,0.04958031726230771,0.2274258991988798,0.10608191756565852,0.2630344734095042,0.3126838149479483,0.2534343028011687
28,87830,9,0,1,40,0,0.21920833940687715,0.16514550592577235,0.45475612784796526,0.22613164541128034,0.45583649146186667,0.26288973051355224,0.31264844225943406,0.25380803996109136
39,63993,10,0,0,40,0,0.21917573943674004,0.19805826400830978,0.45419969428018536,0.2269266761961267,0.45584852821654875,0.26301615781911647,0.31268225289824486,0.25350692546230125
44,124723,13,0,1,40,1,0.21915738814172578,0.4259277048449838,0.4545733524116978,0.4687966973199779,0.45607560132662556,0.2630654169330392,0.3124987466573538,0.2536137159617438
23,166133,10,0,0,40,0,0.21914939743617992,0.19825954742316984,0.04928974209988293,0.22699223008108718,0.45558972050825614,0.2633072982799062,0.3126838149479483,0.25422527210799306
57,87745,9,0,0,40,0,0.2191923600532767,0.16514324074634504,0.4540700093534856,0.1278454093475492,0.45569956463803685,0.26333020288284964,0.3126838149479483,0.2532383571326945
57,127977,7,5,0,40,1,0.2188942853209939,0.05428380534023812,0.4528279453016636,0.22753485064291726,0.49011588275391954,0.26285219030901796,0.31268218219232724,0.25362876316320704
29,123804,13,0,0,40,0,0.2191895746367911,0.42456570313473885,0.10547818994775585,0.45638044360750457,0.06598674994417901,0.2633957493947759,0.11422708618331054,0.2534596858316047
46,105558,13,18,0,59,1,0.21911196055595414,0.4238932651922296,0.45384579761982424,0.47056041617403643,0.49011588275391954,0.26282500147398535,0.3126838149479483,0.25374183666656436
55,173296,9,12,0,40,0,0.21915727715064548,0.16557101273818403,0.10569821108927144,0.120004764745406,0.10598731274989356,0.2628117436074831,0.11422708618331054,0.25420283357217643
39,85968,10,0,1,40,1,0.21922009489121919,0.19831994137793235,0.4547062686694976,0.4704095697877198,0.49011588275391954,0.26314513496371594,0.3126767385741929,0.2535684778719105
27,171974,10,0,0,40,0,0.21914351402743018,0.1983261466239125,0.45465176045514916,0.22627607292793708,0.45580253648265456,0.2631389206500042,0.3126838149479483,0.2543798009253121
50,67722,13,0,0,40,1,0.219216570901569,0.4259676024453276,0.4541180139346388,0.4701928717376576,0.49011588275391954,0.2634584902968084,0.3126838149479483,0.2543341627976673
29,98767,10,0,0,40,0,0.21912084444260024,0.1980341005508376,0.10473042938480645,0.13616416156892974,0.10612707939359686,0.26325225902167565,0.11425592198506916,0.2535151308963781
39,125193,7,0,0,40,0,0.21917014726666317,0.07464847173519172,0.10520106812266507,0.03670094990340214,0.1061461983801818,0.2632373289677789,0.11426668952324688,0.25339891239212164
40,133465,9,0,0,40,0,0.21921378231916144,0.16612371056728215,0.453727047979536,0.1360287482014381,0.10629398443886277,0.26330222873863296,0.3126838149479483,0.253783400903036
46,104531,13,5,1,40,1,0.21912413336591852,0.4249490604305436,0.45505247635882473,0.47056041617403643,0.4900248372635426,0.26338270435330086,0.3126838149479483,0.253993323325192
39,110701,8,3,0,40,0,0.21919525783090543,0.0668541943042192,0.10415873629737718,0.03628057572070726,0.06607861537119628,0.26342587149640717,0.11427983595928651,0.2535147616479603
57,129542,9,11,0,40,1,0.21918765761018497,0.16453997820538196,0.4538190619155831,0.22552998870244564,0.4897288077630459,0.2633743605524078,0.3126838149479483,0.25353263101446777
27,99207,9,0,0,40,0,0.21912834006386098,0.16542791010999258,0.049177115987460815,0.22740239746717109,0.10632564434662191,0.2630191497247,0.31259682625671154,0.2539699720505562
21,127821,7,0,0,40,0,0.21905019127348108,0.0713342747837969,0.049177115987460815,0.04251550517869594,0.015082956259426848,0.26341868002828506,0.11436386957004185,0.25355706652705384
44,118697,9,3,0,40,0,0.21918514034928907,0.16497065407046457,0.453553387437934,0.13539163223042258,0.10626245278482957,0.2632376148773746,0.3126838149479483,0.2535678875105484
42,127605,9,0,0,40,0,0.21917626132205134,0.16638554299893416,0.4544352660275839,0.22575421908050358,0.45594407278932786,0.26343355880761515,0.3126838149479483,0.2530427128503818
42,82222,15,0,0,40,0,0.2191285318839239,0.7486338797814208,0.10546839074887582,0.45643033140571926,0.10611248718478748,0.26329945464156257,0.11422708618331054,0.25324182143769974
31,130540,9,0,0,40,0,0.21915944784638203,0.1655050379895974,0.4535812646268869,0.2262110941356739,0.4558017079785234,0.26307693815726113,0.3126838149479483,0.2535630248099587
25,195665,13,0,0,40,0,0.21916767766084097,0.4257852422695882,0.049177115987460815,0.45325320426790816,0.10633362809919115,0.2633135747568369,0.3126838149479483,0.2532521279043758
41,105597,13,0,0,40,0,0.21916119085153354,0.42512034434617024,0.10520359703258049,0.45614799153802393,0.10623904091014368,0.2632475799343827,0.11422708618331054,0.2532318617378723
43,87064,11,0,0,40,0,0.2192103379581701,0.25810256756706773,0.4546260599410873,0.46970474504431287,0.4900743270381097,0.2628643793631832,0.3126838149479483,0.25406262606274954
31,131761,10,0,0,40,0,0.219250048364043,0.19789326735109175,0.049177115987460815,0.132217659428059,0.10622310082301883,0.26289672281384774,0.11427193164021071,0.2538963095003794
55,71024,7,9,0,40,0,0.21915434395857727,0.06784754195712343,0.45445422128678786,0.22581022201863923,0.45597141450325546,0.26304095479524736,0.3126838149479483,0.254111164074038
44,74848,9,0,0,40,0,0.21915861734859918,0.16497510313436126,0.1041037893695224,0.13352150839371532,0.10622762618699683,0.2631972043514729,0.11439422589455096,0.25475833392534014
24,128807,7,6,0,40,0,0.2191466272357578,0.062304266179972354,0.049177115987460815,0.13325299681076824,0.015947230995464613,0.2632373349123289,0.11422708618331054,0.25341942884653434
19,202806,10,0,0,40,0,0.21909587682191448,0.19807531232872508,0.05027986724137947,0.2716994265849924,0.01523340232755315,0.2629827518937482,0.3126838149479483,0.2536979779414474
25,218115,13,0,0,40,0,0.2190784139787597,0.42600593570741635,0.0495140754839099,0.45438038671983383,0.016426688324730408,0.2631513591723681,0.31267524270778396,0.2530787999508066
50,93505,10,1,0,40,1,0.2191848077399867,0.25824173886174834,0.4535056535725503,0.47056041617403643,0.4899290162574697,0.26294992247699217,0.3126838149479483,0.2535171614080821
39,91315,10,7,1,40,0,0.2191726354590428,0.198408149475341,0.10526270762927907,0.1344355087294371,0.06584131621948637,0.26302541915832706,0.11427008256044727,0.2533586329201694
28,89684,9,8,0,40,0,0.2190785850709124,0.16550018153583948,0.45504603190251164,0.22707320605978817,0.4559357320400307,0.26335692184340204,0.3126838149479483,0.2531356554708977
52,122718,10,0,0,40,1,0.21917255765336635,0.25884475505442334,0.4548625042506028,0.47056041617403643,0.4560034167202335,0.26315878736470566,0.31259941807917635,0.2532521182059451
40,108377,13,0,0,40,0,0.21911195435227612,0.42468649201983144,0.10563424453541144,0.4552391137342,0.06504642184697458,0.26312028196795656,0.11422708618331054,0.2545062000665859
19,212707,9,10,0,40,0,0.21914885458639793,0.16517952979681078,0.049838236029699966,0.04316086859766987,0.06596817964218606,0.2631755061399673,0.3126838149479483,0.25367120405543225
42,59702,15,3,1,40,0,0.21915336250215894,0.7422242795504539,0.10352655484815612,0.4540430340322564,0.06636693098531551,0.2631029019003194,0.11422708618331054,0.2531578792652492
47,113713,10,0,0,40,1,0.21911884611757607,0.198835544430573,0.45323047285465745,0.47056041617403643,0.489656081836011,0.26277326842664445,0.3126154371856115,0.25368176570410367
19,191934,9,0,1,15,0,0.21914988339013333,0.16511903062761124,0.0493895040671904,0.06838558738477805,0.015082956259426848,0.2628557931518697,0.3126838149479483,0.25349385698248794
41,153292,13,0,0,40,1,0.2191229624044017,0.42538327444160046,0.4552419463409858,0.4705310970757507,0.4898936315701594,0.2632912715506815,0.3126838149479483,0.2534624273468005
44,91884,13,0,1,40,1,0.21906402802873248,0.42640200269621753,0.454566244493769,0.4540188295691687,0.49011588275391954,0.26294371637718056,0.3126268026892365,0.25409404752682074
41,114276,9,0,0,40,0,0.21912775944904794,0.16562626080440285,0.10346159617365056,0.13591765919250687,0.06600722378684303,0.26318435954550307,0.11422708618331054,0.2535606525480657
38,80420,10,1,0,40,0,0.21913732417598727,0.19836989751618278,0.4532065394983061,0.271125940319373,0.4557007941031321,0.2630834155533649,0.3126525651177998,0.2538096011366916
28,127401,10,0,0,40,0,0.21907104504224642,0.19816910549480973,0.45421493653542283,0.22710057784297674,0.4557792318789817,0.263076684643659,0.3126838149479483,0.254204394307625
41,87652,13,0,0,40,1,0.21913421809364514,0.5517657842659374,0.04967868916513321,0.4527091361246697,0.10620744079532099,0.262961065037448,0.11431948096238881,0.2534927185641286
41,112881,10,0,0,40,0,0.21912591153319158,0.25778939543709645,0.10171769312636364,0.13442660819273783,0.06620386319740047,0.2632127258283774,0.11430194118613114,0.25350721239455715
26,95245,13,12,0,40,0,0.21912551821952647,0.5498011021436896,0.049177115987460815,0.45549127882044266,0.015111307504103017,0.26316833863965233,0.11428533841444675,0.25388262222584174
54,105591,8,7,0,40,0,0.21921277563156968,0.07071134458775864,0.4551709633754182,0.2295082222662269,0.4558660359585127,0.2625193652212761,0.3126212628845874,0.2534539180991178
32,108814,7,14,0,40,0,0.21924579696989682,0.07032661307070764,0.45327473969968035,0.22602446131274292,0.10634789485760858,0.2630505141120958,0.3126838149479483,0.2537402863547397
43,91365,13,14,0,40,0,0.21913860017777287,0.4261507771938706,0.45384319595969913,0.47056041617403643,0.1061640616103917,0.26358685005577964,0.3126838149479483,0.253921965412587
31,128642,13,0,0,40,0,0.21916179294265306,0.5522087197763434,0.4550735710037881,0.45495927791292445,0.45576576208268793,0.2630230805017738,0.3126838149479483,0.2539145909571166
51,96302,9,0,0,40,0,0.21917999718748266,0.1652233891905027,0.45345466422438985,0.13507962065004223,0.4558395528751153,0.2629122063822964,0.31264949969538613,0.25363433103053157
61,79950,12,0,0,40,1,0.21909854536372675,0.26014887708639123,0.45346951200086344,0.4565657028884296,0.45598588061019096,0.26336571059334174,0.3126838149479483,0.2538192683535323
41,104235,13,0,0,40,0,0.21917350004717986,0.4254354354481768,0.4526558902430491,0.47056041617403643,0.45586143701175885,0.2630534049287792,0.3126838149479483,0.2536831159023524
42,85450,13,0,0,40,0,0.21925553014865024,0.4289056499377615,0.45477447806941435,0.454381585297715,0.10634681618080136,0.26299919983696207,0.31265863627573387,0.25356610040006655
48,106417,10,0,0,40,0,0.21917989270559823,0.19749845433990487,0.10702371928356086,0.13328391680157395,0.10632810587154906,0.26332141213523924,0.11430620082716746,0.2540598387670067
19,203569,9,3,0,15,0,0.2191050833631644,0.16578877809220394,0.049177115987460815,0.03836184743195144,0.015082956259426848,0.2635558119671604,0.3126838149479483,0.25373594711593717
36,108727,10,4,0,40,0,0.21908330368123433,0.1987161524162355,0.10577962189177169,0.13752066499694157,0.10629928250952733,0.2633585079458761,0.11425653910281912,0.25373807274903437
45,109086,11,0,0,40,0,0.2190911269416497,0.257694454092738,0.10503732497313367,0.1358352843963002,0.06594545445541057,0.2628694177679387,0.11422708618331054,0.25355602347732703
45,106440,10,10,1,40,0,0.21915146629989812,0.19860863975071819,0.1045320047186686,0.1372578886886568,0.1061734900690132,0.2632602952852137,0.11430084936514535,0.2538936578929209
49,112164,10,0,0,40,0,0.219154474352525,0.19874263697125516,0.45405621563647974,0.13815817125497173,0.49002243179668115,0.26305330950024974,0.3126838149479483,0.2545656972156269
